primary_label,filename,duration,clip_start_time
blhori1,blhori1/XC744010.ogg,292.754,135
comros,comros/XC367339.ogg,76.872,25
litswi1,litswi1/XC443719.ogg,40.776,25
gargan,gargan/XC365510.ogg,106.553,50
rocpig,rocpig/XC504295.ogg,102.528,100
crseag1,crseag1/XC466084.ogg,105.24,55
eaywag1,eaywag1/XC378218.ogg,55.32,40
graher1,graher1/XC494022.ogg,75.598,75
litswi1,litswi1/XC443717.ogg,34.224,30
blrwar1,blrwar1/XC826057.ogg,3866.016,2865
greegr,greegr/XC558126.ogg,1255.056,265
moipig1,moipig1/XC210497.ogg,65.071,65
rewbul,rewbul/XC203338.ogg,80.562,15
barswa,barswa/XC587773.ogg,61.896,50
lirplo,lirplo/XC374914.ogg,574.56,195
sbeowl1,sbeowl1/XC255682.ogg,61.022,35
moipig1,moipig1/XC236493.ogg,79.02,5
asbfly,asbfly/XC329259.ogg,108.96,35
houspa,houspa/XC835060.ogg,61.648,25
zitcis1,zitcis1/XC289353.ogg,43.494,20
brwowl1,brwowl1/XC179946.ogg,3.605,0
hoopoe,hoopoe/XC570623.ogg,311.04,75
asbfly,asbfly/XC713467.ogg,42.162,0
crseag1,crseag1/XC856755.ogg,59.036,25
brodro1,brodro1/XC126597.ogg,25.364,5
gargan,gargan/XC787965.ogg,30.17,25
commyn,commyn/XC661228.ogg,248.736,230
grewar3,grewar3/XC580306.ogg,43.755,0
litegr,litegr/XC333875.ogg,11.833,0
graher1,graher1/XC786462.ogg,359.026,350
rerswa1,rerswa1/XC381917.ogg,217.652,25
copbar1,copbar1/XC197611.ogg,77.04,50
houcro1,houcro1/XC520666.ogg,77.844,55
grywag,grywag/XC668145.ogg,26.136,5
houspa,houspa/XC786489.ogg,1381.903,1270
houspa,houspa/XC790349.ogg,134.191,80
grywag,grywag/XC312552.ogg,80.248,15
grtdro1,grtdro1/XC610725.ogg,36.528,15
comior1,comior1/XC754354.ogg,31.528,0
comgre,comgre/XC256548.ogg,22.126,10
whrmun,whrmun/XC746792.ogg,206.016,110
barswa,barswa/XC752629.ogg,25.73,15
vehpar1,vehpar1/XC607188.ogg,6.888,5
crseag1,crseag1/XC393380.ogg,35.056,20
hoopoe,hoopoe/XC278457.ogg,56.581,5
graher1,graher1/XC48828.ogg,112.222,85
yebbab1,yebbab1/XC670334.ogg,76.355,65
blrwar1,blrwar1/XC248908.ogg,639.451,35
hoopoe,hoopoe/XC451529.ogg,37.799,20
lblwar1,lblwar1/XC814097.ogg,168.85,120
bkwsti,bkwsti/XC338803.ogg,299.285,90
eurcoo,eurcoo/XC720887.ogg,132.696,55
stbkin1,stbkin1/XC360661.ogg,64.313,5
litegr,litegr/XC333883.ogg,92.891,20
hoopoe,hoopoe/XC644607.ogg,74.448,50
litegr,litegr/XC333943.ogg,91.507,90
blrwar1,blrwar1/XC826790.ogg,1607.758,860
eaywag1,eaywag1/XC714888.ogg,9.048,5
grewar3,grewar3/XC806047.ogg,1955.52,1550
yebbab1,yebbab1/XC545205.ogg,19.122,0
blrwar1,blrwar1/XC826787.ogg,4670.642,4055
rewlap1,rewlap1/XC713231.ogg,86.674,50
comros,comros/XC727918.ogg,151.301,55
wemhar1,wemhar1/XC132156.ogg,106.998,80
eaywag1,eaywag1/XC345152.ogg,33.384,15
gargan,gargan/XC733441.ogg,23.327,10
brnhao1,brnhao1/XC386076.ogg,41.587,25
lirplo,lirplo/XC824241.ogg,59.899,5
bkrfla1,bkrfla1/XC419783.ogg,47.386,45
rewlap1,rewlap1/XC214021.ogg,13.992,10
hoopoe,hoopoe/XC376683.ogg,480.504,235
woosan,woosan/XC668264.ogg,217.224,80
rerswa1,rerswa1/XC701891.ogg,107.912,35
indpit1,indpit1/XC320460.ogg,32.078,25
wemhar1,wemhar1/XC727227.ogg,122.958,120
brnhao1,brnhao1/XC284633.ogg,79.386,55
copbar1,copbar1/XC702460.ogg,21.081,5
thbwar1,thbwar1/XC375246.ogg,117.42,85
blrwar1,blrwar1/XC420746.ogg,328.333,160
blrwar1,blrwar1/XC572385.ogg,2245.272,810
barswa,barswa/XC667954.ogg,35.082,5
blrwar1,blrwar1/XC826779.ogg,889.678,355
lirplo,lirplo/XC784842.ogg,38.628,20
hoopoe,hoopoe/XC697952.ogg,69.816,0
plapri1,plapri1/XC575212.ogg,91.507,0
grywag,grywag/XC421778.ogg,192.912,100
comros,comros/XC199287.ogg,31.974,0
maghor2,maghor2/XC196577.ogg,69.048,60
comgre,comgre/XC838139.ogg,17.293,10
grnsan,grnsan/XC486588.ogg,107.416,20
blrwar1,blrwar1/XC660156.ogg,1698.508,645
blrwar1,blrwar1/XC560255.ogg,348.761,135
bkskit1,bkskit1/XC305303.ogg,197.904,70
blrwar1,blrwar1/XC655094.ogg,99.552,40
zitcis1,zitcis1/XC633271.ogg,52.976,5
thbwar1,thbwar1/XC478622.ogg,904.046,760
pursun4,pursun4/XC652002.ogg,31.007,5
brwjac1,brwjac1/XC604402.ogg,19.67,0
thbwar1,thbwar1/XC323743.ogg,43.102,30
grehor1,grehor1/XC736176.ogg,35.088,5
crseag1,crseag1/XC350206.ogg,189.888,120
hoopoe,hoopoe/XC367997.ogg,100.92,30
barswa,barswa/XC337979.ogg,202.762,175
eucdov,eucdov/XC366772.ogg,19.774,15
bkskit1,bkskit1/XC353820.ogg,5.773,5
whtkin2,whtkin2/XC742045.ogg,56.242,45
gyhcaf1,gyhcaf1/XC114323.ogg,65.515,35
hoopoe,hoopoe/XC560362.ogg,194.544,185
lirplo,lirplo/XC622542.ogg,73.169,30
comsan,comsan/XC797067.ogg,5.042,0
bkwsti,bkwsti/XC338803.ogg,299.285,270
blrwar1,blrwar1/XC569385.ogg,1144.944,415
bkwsti,bkwsti/XC580256.ogg,130.351,65
graher1,graher1/XC835125.ogg,46.615,5
rewlap1,rewlap1/XC573515.ogg,95.164,5
hoopoe,hoopoe/XC431407.ogg,22.282,15
putbab1,putbab1/XC638646.ogg,38.296,10
brnhao1,brnhao1/XC284847.ogg,27.312,10
woosan,woosan/XC652326.ogg,323.016,45
purher1,purher1/XC480203.ogg,17.058,0
commoo3,commoo3/XC349223.ogg,824.895,130
barswa,barswa/XC492100.ogg,78.984,15
comkin1,comkin1/XC502226.ogg,8.976,5
commyn,commyn/XC521179.ogg,1757.544,1530
rewbul,rewbul/XC207914.ogg,128.0,115
commyn,commyn/XC519640.ogg,2630.352,1900
houspa,houspa/XC439378.ogg,20.82,5
lblwar1,lblwar1/XC687973.ogg,14.184,5
grewar3,grewar3/XC251835.ogg,261.936,150
houspa,houspa/XC327006.ogg,871.131,275
greegr,greegr/XC709622.ogg,7.728,0
bcnher,bcnher/XC73032.ogg,63.295,20
comtai1,comtai1/XC825545.ogg,191.208,105
labcro1,labcro1/XC692668.ogg,78.336,75
whbbul2,whbbul2/XC453725.ogg,180.6,85
barfly1,barfly1/XC386967.ogg,134.113,30
rorpar,rorpar/XC541890.ogg,78.984,30
aspswi1,aspswi1/XC425063.ogg,22.936,15
comgre,comgre/XC840649.ogg,114.768,75
eucdov,eucdov/XC553498.ogg,14.262,10
gloibi,gloibi/XC310508.ogg,16.536,15
litegr,litegr/XC711517.ogg,14.132,0
commyn,commyn/XC519659.ogg,2169.678,25
rerswa1,rerswa1/XC390255.ogg,235.207,50
zitcis1,zitcis1/XC282656.ogg,22.962,20
blrwar1,blrwar1/XC420683.ogg,61.248,60
grewar3,grewar3/XC150184.ogg,48.562,5
cohcuc1,cohcuc1/XC396087.ogg,621.264,335
comkin1,comkin1/XC716236.ogg,27.924,10
crseag1,crseag1/XC856692.ogg,71.993,35
hoopoe,hoopoe/XC375704.ogg,74.344,55
rorpar,rorpar/XC361722.ogg,26.619,20
grewar3,grewar3/XC266051.ogg,58.828,0
litswi1,litswi1/XC253696.ogg,619.363,235
barfly1,barfly1/XC856487.ogg,300.042,15
bkskit1,bkskit1/XC360515.ogg,85.577,85
hoopoe,hoopoe/XC718549.ogg,129.648,120
litegr,litegr/XC333976.ogg,75.964,10
categr,categr/XC838628.ogg,601.992,305
grnsan,grnsan/XC668013.ogg,9.247,0
eurcoo,eurcoo/XC496744.ogg,44.8,30
crseag1,crseag1/XC624545.ogg,64.248,60
blrwar1,blrwar1/XC826060.ogg,1963.968,700
maghor2,maghor2/XC786587.ogg,130.2,90
ashpri1,ashpri1/XC197604.ogg,30.576,30
rorpar,rorpar/XC784680.ogg,54.596,15
comgre,comgre/XC663214.ogg,454.632,80
spodov,spodov/XC642949.ogg,81.384,80
hoopoe,hoopoe/XC655333.ogg,33.576,20
graher1,graher1/XC349532.ogg,347.037,130
blrwar1,blrwar1/XC808194.ogg,494.021,420
eucdov,eucdov/XC703152.ogg,212.064,55
blrwar1,blrwar1/XC826043.ogg,2153.448,2010
blrwar1,blrwar1/XC479088.ogg,45.816,10
bcnher,bcnher/XC800503.ogg,70.227,0
litswi1,litswi1/XC253697.ogg,485.773,345
zitcis1,zitcis1/XC773830.ogg,11.952,5
blrwar1,blrwar1/XC565811.ogg,103.34,15
houspa,houspa/XC410910.ogg,33.84,25
kenplo1,kenplo1/XC822112.ogg,21.799,20
asikoe2,asikoe2/XC316778.ogg,45.505,35
rerswa1,rerswa1/XC390253.ogg,175.882,110
hoopoe,hoopoe/XC627442.ogg,300.042,175
comior1,comior1/XC606356.ogg,59.689,40
gybpri1,gybpri1/XC665709.ogg,117.12,30
blrwar1,blrwar1/XC654585.ogg,115.344,85
comgre,comgre/XC206718.ogg,11.544,5
grewar3,grewar3/XC134760.ogg,68.544,5
woosan,woosan/XC754765.ogg,71.277,55
bladro1,bladro1/XC719762.ogg,19.752,0
ashwoo2,ashwoo2/XC584166.ogg,83.356,10
piebus1,piebus1/XC792272.ogg,24.816,20
blrwar1,blrwar1/XC568624.ogg,915.775,270
blrwar1,blrwar1/XC654475.ogg,422.28,85
indpit1,indpit1/XC215412.ogg,13.505,5
indrol2,indrol2/XC611151.ogg,46.811,45
whbwoo2,whbwoo2/XC123016.ogg,5.016,5
wemhar1,wemhar1/XC512132.ogg,51.36,40
thbwar1,thbwar1/XC805623.ogg,36.31,15
comsan,comsan/XC140115.ogg,100.885,25
comkin1,comkin1/XC820084.ogg,29.702,25
bcnher,bcnher/XC663531.ogg,665.664,245
commoo3,commoo3/XC296281.ogg,96.731,0
bladro1,bladro1/XC712556.ogg,35.291,30
grywag,grywag/XC263097.ogg,164.127,105
ashpri1,ashpri1/XC73019.ogg,79.256,30
commoo3,commoo3/XC554927.ogg,63.608,10
comgre,comgre/XC266140.ogg,16.3,0
barswa,barswa/XC446455.ogg,117.12,105
blrwar1,blrwar1/XC826766.ogg,5964.225,4295
eaywag1,eaywag1/XC376342.ogg,65.76,30
bkwsti,bkwsti/XC380958.ogg,12.048,10
spepic1,spepic1/XC239928.ogg,28.003,25
labcro1,labcro1/XC297122.ogg,185.904,15
tibfly3,tibfly3/XC207660.ogg,71.628,55
hoopoe,hoopoe/XC312065.ogg,85.995,45
indrob1,indrob1/XC507730.ogg,57.339,10
graher1,graher1/XC570618.ogg,32.392,25
graher1,graher1/XC758701.ogg,62.04,40
eucdov,eucdov/XC726671.ogg,198.608,100
categr,categr/XC514784.ogg,84.689,0
graher1,graher1/XC313107.ogg,718.42,425
comros,comros/XC457667.ogg,50.472,20
litegr,litegr/XC718474.ogg,5.28,5
houspa,houspa/XC630629.ogg,563.043,360
rocpig,rocpig/XC453907.ogg,202.392,125
hoopoe,hoopoe/XC327766.ogg,141.662,110
stbkin1,stbkin1/XC215869.ogg,31.992,20
rorpar,rorpar/XC574717.ogg,62.964,60
woosan,woosan/XC282815.ogg,6.048,5
labcro1,labcro1/XC446405.ogg,56.592,40
hoopoe,hoopoe/XC625440.ogg,574.968,540
commyn,commyn/XC183880.ogg,94.824,35
rorpar,rorpar/XC304930.ogg,25.731,15
grtdro1,grtdro1/XC197118.ogg,59.976,50
litegr,litegr/XC333917.ogg,29.518,25
commyn,commyn/XC548866.ogg,4486.536,1760
brodro1,brodro1/XC207258.ogg,142.054,30
wemhar1,wemhar1/XC164817.ogg,51.853,35
zitcis1,zitcis1/XC572685.ogg,10.971,10
zitcis1,zitcis1/XC179033.ogg,13.975,0
comgre,comgre/XC829828.ogg,156.715,120
sohmyn1,sohmyn1/XC207740.ogg,93.205,80
bladro1,bladro1/XC737858.ogg,202.128,15
spodov,spodov/XC725662.ogg,198.528,135
commoo3,commoo3/XC550817.ogg,49.14,45
blakit1,blakit1/XC495362.ogg,95.321,85
grewar3,grewar3/XC806047.ogg,1955.52,525
rorpar,rorpar/XC845025.ogg,112.666,10
kenplo1,kenplo1/XC817407.ogg,61.414,55
rerswa1,rerswa1/XC171582.ogg,114.625,110
indrob1,indrob1/XC741505.ogg,42.24,40
houspa,houspa/XC500504.ogg,40.68,30
laudov1,laudov1/XC405369.ogg,71.136,50
blrwar1,blrwar1/XC653723.ogg,95.32,90
blrwar1,blrwar1/XC826790.ogg,1607.758,1325
houspa,houspa/XC326676.ogg,871.811,700
grewar3,grewar3/XC810536.ogg,387.0,165
stbkin1,stbkin1/XC681278.ogg,78.942,40
brnshr,brnshr/XC267581.ogg,46.184,10
rewbul,rewbul/XC713116.ogg,64.888,15
blrwar1,blrwar1/XC138157.ogg,531.801,95
eucdov,eucdov/XC743744.ogg,233.136,55
whbwoo2,whbwoo2/XC787734.ogg,115.992,30
eaywag1,eaywag1/XC761649.ogg,32.066,5
blrwar1,blrwar1/XC765804.ogg,1927.944,465
grywag,grywag/XC457124.ogg,63.312,45
grnsan,grnsan/XC677341.ogg,16.535,15
comros,comros/XC564423.ogg,82.051,35
barswa,barswa/XC585513.ogg,206.16,200
litgre1,litgre1/XC469458.ogg,6.791,5
lirplo,lirplo/XC567259.ogg,6.06,0
crseag1,crseag1/XC390341.ogg,36.493,25
hoopoe,hoopoe/XC240326.ogg,58.984,40
eaywag1,eaywag1/XC154909.ogg,51.384,30
comior1,comior1/XC676795.ogg,52.944,10
grnwar1,grnwar1/XC726571.ogg,84.062,10
stbkin1,stbkin1/XC551672.ogg,21.289,0
zitcis1,zitcis1/XC749223.ogg,20.112,10
houspa,houspa/XC326991.ogg,871.811,415
hoopoe,hoopoe/XC308879.ogg,287.347,150
comtai1,comtai1/XC380529.ogg,207.595,105
grewar3,grewar3/XC845823.ogg,26.522,20
whtkin2,whtkin2/XC365386.ogg,33.646,10
commyn,commyn/XC548866.ogg,4486.536,3400
bkwsti,bkwsti/XC184854.ogg,107.337,15
houspa,houspa/XC367473.ogg,33.489,15
ashdro1,ashdro1/XC371163.ogg,58.68,55
bkwsti,bkwsti/XC194511.ogg,52.088,35
marsan,marsan/XC134892.ogg,38.531,20
eaywag1,eaywag1/XC746576.ogg,220.656,20
copbar1,copbar1/XC822911.ogg,165.6,85
eurcoo,eurcoo/XC466156.ogg,9.326,0
bcnher,bcnher/XC689920.ogg,36.728,30
barswa,barswa/XC652315.ogg,68.362,55
comtai1,comtai1/XC663565.ogg,155.951,150
purher1,purher1/XC380537.ogg,6.192,0
blakit1,blakit1/XC320849.ogg,181.838,40
comgre,comgre/XC666311.ogg,31.2,5
comgre,comgre/XC190512.ogg,28.944,10
whiter2,whiter2/XC193639.ogg,51.122,10
blrwar1,blrwar1/XC134920.ogg,208.17,130
plapri1,plapri1/XC207647.ogg,39.471,20
rorpar,rorpar/XC522975.ogg,336.432,185
comior1,comior1/XC343936.ogg,24.764,20
wemhar1,wemhar1/XC130828.ogg,188.709,85
asbfly,asbfly/XC313835.ogg,83.722,40
asikoe2,asikoe2/XC362850.ogg,17.972,0
comsan,comsan/XC721216.ogg,10.005,5
grnsan,grnsan/XC664804.ogg,87.672,10
blrwar1,blrwar1/XC826060.ogg,1963.968,1415
bkwsti,bkwsti/XC820410.ogg,17.599,5
eucdov,eucdov/XC664607.ogg,117.577,0
gargan,gargan/XC131243.ogg,31.556,30
ruftre2,ruftre2/XC403960.ogg,64.967,5
blnmon1,blnmon1/XC406614.ogg,109.056,60
comgre,comgre/XC524637.ogg,67.187,0
blnmon1,blnmon1/XC151377.ogg,87.536,75
houspa,houspa/XC462188.ogg,26.697,0
grewar3,grewar3/XC430660.ogg,57.365,55
greegr,greegr/XC129041.ogg,72.673,35
blrwar1,blrwar1/XC826787.ogg,4670.642,325
whtkin2,whtkin2/XC559648.ogg,40.411,10
litegr,litegr/XC726581.ogg,7.34,5
commyn,commyn/XC281919.ogg,50.051,45
comior1,comior1/XC616395.ogg,43.086,20
eucdov,eucdov/XC811631.ogg,371.869,270
blrwar1,blrwar1/XC770034.ogg,1668.792,960
houspa,houspa/XC654112.ogg,48.432,45
commyn,commyn/XC519762.ogg,439.719,150
whrmun,whrmun/XC176317.ogg,17.058,0
lirplo,lirplo/XC722700.ogg,143.83,120
junowl1,junowl1/XC404219.ogg,22.073,15
ingori1,ingori1/XC404369.ogg,71.053,35
categr,categr/XC418997.ogg,73.68,60
mawthr1,mawthr1/XC490495.ogg,52.689,0
rewlap1,rewlap1/XC590070.ogg,44.904,0
litgre1,litgre1/XC502958.ogg,71.856,50
blhori1,blhori1/XC122996.ogg,49.58,30
grejun2,grejun2/XC725327.ogg,42.432,40
eucdov,eucdov/XC692263.ogg,13.128,5
asikoe2,asikoe2/XC753727.ogg,70.635,60
grywag,grywag/XC267572.ogg,184.007,0
grywag,grywag/XC267569.ogg,90.567,85
comros,comros/XC457665.ogg,111.816,15
piebus1,piebus1/XC176169.ogg,51.775,10
grtdro1,grtdro1/XC562529.ogg,13.191,5
compea,compea/XC454033.ogg,66.351,25
grewar3,grewar3/XC656664.ogg,203.136,145
labcro1,labcro1/XC446405.ogg,56.592,45
zitcis1,zitcis1/XC570145.ogg,68.52,45
blrwar1,blrwar1/XC252742.ogg,319.944,125
lirplo,lirplo/XC25077.ogg,113.894,35
lirplo,lirplo/XC326569.ogg,30.576,10
blrwar1,blrwar1/XC492503.ogg,434.678,310
blakit1,blakit1/XC538916.ogg,10.056,10
zitcis1,zitcis1/XC307175.ogg,47.016,10
yebbul3,yebbul3/XC490887.ogg,30.302,30
whbwat1,whbwat1/XC707487.ogg,99.624,25
grewar3,grewar3/XC194418.ogg,242.547,140
labcro1,labcro1/XC355978.ogg,123.271,105
commyn,commyn/XC183810.ogg,41.561,0
brnhao1,brnhao1/XC469353.ogg,165.936,85
gyhcaf1,gyhcaf1/XC836602.ogg,42.371,20
bcnher,bcnher/XC493577.ogg,49.224,10
litswi1,litswi1/XC253697.ogg,485.773,185
eucdov,eucdov/XC555806.ogg,28.473,25
eucdov,eucdov/XC267940.ogg,376.294,165
labcro1,labcro1/XC823514.ogg,22.936,15
comkin1,comkin1/XC289822.ogg,524.539,175
litgre1,litgre1/XC597731.ogg,7.993,5
ruftre2,ruftre2/XC301029.ogg,58.801,0
litegr,litegr/XC331548.ogg,302.968,35
commyn,commyn/XC519640.ogg,2630.352,2080
ashdro1,ashdro1/XC293436.ogg,328.673,240
litegr,litegr/XC659583.ogg,15.888,5
bkskit1,bkskit1/XC433771.ogg,434.913,370
grenig1,grenig1/XC133665.ogg,47.934,45
comsan,comsan/XC663899.ogg,369.0,365
putbab1,putbab1/XC371628.ogg,41.376,30
brodro1,brodro1/XC844131.ogg,68.136,55
grewar3,grewar3/XC144219.ogg,114.155,75
bcnher,bcnher/XC441839.ogg,17.606,0
greegr,greegr/XC193153.ogg,245.376,125
copbar1,copbar1/XC822911.ogg,165.6,50
asbfly,asbfly/XC834959.ogg,58.704,25
plapri1,plapri1/XC829166.ogg,18.624,0
brodro1,brodro1/XC782949.ogg,43.728,15
woosan,woosan/XC363663.ogg,36.466,0
rewbul,rewbul/XC758757.ogg,163.584,20
lirplo,lirplo/XC326570.ogg,69.984,15
gyhcaf1,gyhcaf1/XC720384.ogg,130.176,45
insbab1,insbab1/XC214142.ogg,190.32,10
blrwar1,blrwar1/XC478106.ogg,401.688,90
wemhar1,wemhar1/XC689514.ogg,62.16,20
rewbul,rewbul/XC722774.ogg,69.24,40
eurcoo,eurcoo/XC790789.ogg,80.483,10
comsan,comsan/XC503480.ogg,26.928,20
comkin1,comkin1/XC804341.ogg,152.424,140
blrwar1,blrwar1/XC826057.ogg,3866.016,3215
purher1,purher1/XC855173.ogg,71.862,55
bkwsti,bkwsti/XC301626.ogg,714.188,240
woosan,woosan/XC579396.ogg,59.898,10
nutman,nutman/XC736037.ogg,45.528,10
purswa3,purswa3/XC537106.ogg,58.56,40
commyn,commyn/XC521179.ogg,1757.544,1375
btbeat1,btbeat1/XC400298.ogg,3.265,0
hoopoe,hoopoe/XC240247.ogg,268.248,250
litegr,litegr/XC236290.ogg,22.57,20
eucdov,eucdov/XC128704.ogg,81.48,45
grecou1,grecou1/XC785894.ogg,64.872,55
lirplo,lirplo/XC545464.ogg,17.232,5
zitcis1,zitcis1/XC550601.ogg,76.33,40
tibfly3,tibfly3/XC307919.ogg,17.064,10
rorpar,rorpar/XC680464.ogg,65.149,0
blrwar1,blrwar1/XC655525.ogg,203.064,35
gyhcaf1,gyhcaf1/XC805190.ogg,131.952,95
hoopoe,hoopoe/XC718540.ogg,58.44,40
barswa,barswa/XC317626.ogg,70.818,45
thbwar1,thbwar1/XC323743.ogg,43.102,20
rorpar,rorpar/XC750191.ogg,8.568,5
bcnher,bcnher/XC565096.ogg,165.564,165
eucdov,eucdov/XC654879.ogg,38.952,0
eucdov,eucdov/XC701043.ogg,6.53,5
pursun3,pursun3/XC653682.ogg,31.947,0
gloibi,gloibi/XC789670.ogg,37.016,0
blrwar1,blrwar1/XC234437.ogg,43.311,0
blrwar1,blrwar1/XC569385.ogg,1144.944,135
eurcoo,eurcoo/XC579945.ogg,79.44,25
blrwar1,blrwar1/XC563337.ogg,2804.208,885
bkwsti,bkwsti/XC573631.ogg,93.888,90
bcnher,bcnher/XC667383.ogg,115.984,50
hoopoe,hoopoe/XC487072.ogg,35.892,35
putbab1,putbab1/XC291082.ogg,359.184,335
litgre1,litgre1/XC617534.ogg,31.704,5
litgre1,litgre1/XC579361.ogg,80.568,20
gybpri1,gybpri1/XC468290.ogg,64.052,55
grywag,grywag/XC470708.ogg,22.584,5
brodro1,brodro1/XC151511.ogg,24.999,0
thbwar1,thbwar1/XC755636.ogg,276.793,225
grewar3,grewar3/XC573225.ogg,209.711,85
hoopoe,hoopoe/XC318438.ogg,871.732,120
brnshr,brnshr/XC594269.ogg,105.648,65
bladro1,bladro1/XC330303.ogg,99.317,65
houspa,houspa/XC701541.ogg,105.56,100
comgre,comgre/XC686493.ogg,95.294,60
litswi1,litswi1/XC253697.ogg,485.773,290
categr,categr/XC328546.ogg,203.259,105
grnwar1,grnwar1/XC193500.ogg,27.376,15
houspa,houspa/XC326670.ogg,870.008,445
blrwar1,blrwar1/XC563156.ogg,96.026,35
comkin1,comkin1/XC313958.ogg,487.728,250
brasta1,brasta1/XC424374.ogg,5.068,5
grnwar1,grnwar1/XC482955.ogg,61.544,15
comgre,comgre/XC685778.ogg,113.136,5
lirplo,lirplo/XC490993.ogg,5.381,0
thbwar1,thbwar1/XC266177.ogg,267.677,95
bkwsti,bkwsti/XC301626.ogg,714.188,580
lblwar1,lblwar1/XC756620.ogg,78.48,60
brwowl1,brwowl1/XC637206.ogg,405.264,250
gybpri1,gybpri1/XC487517.ogg,30.224,25
grywag,grywag/XC170966.ogg,64.391,35
eucdov,eucdov/XC544183.ogg,63.32,40
pursun3,pursun3/XC569655.ogg,50.364,0
comros,comros/XC562779.ogg,34.968,10
grtdro1,grtdro1/XC196743.ogg,66.672,60
graher1,graher1/XC670844.ogg,12.0,10
comtai1,comtai1/XC209010.ogg,25.234,5
rerswa1,rerswa1/XC423980.ogg,195.291,80
commyn,commyn/XC609517.ogg,112.039,5
greegr,greegr/XC456479.ogg,20.592,5
comgre,comgre/XC815667.ogg,15.865,5
hoopoe,hoopoe/XC697952.ogg,69.816,45
barswa,barswa/XC471775.ogg,63.713,0
grewar3,grewar3/XC565715.ogg,207.0,5
zitcis1,zitcis1/XC789245.ogg,31.582,30
malwoo1,malwoo1/XC178259.ogg,9.038,0
houspa,houspa/XC786489.ogg,1381.903,650
grewar3,grewar3/XC293677.ogg,36.911,0
eucdov,eucdov/XC481132.ogg,125.701,10
whcbar1,whcbar1/XC402328.ogg,18.416,5
asbfly,asbfly/XC291450.ogg,34.56,30
purher1,purher1/XC715194.ogg,15.282,0
commyn,commyn/XC519640.ogg,2630.352,1125
rorpar,rorpar/XC650137.ogg,391.344,25
eaywag1,eaywag1/XC334136.ogg,67.527,35
houspa,houspa/XC554654.ogg,120.633,5
junowl1,junowl1/XC267078.ogg,3.648,0
indpit1,indpit1/XC207623.ogg,47.778,0
bcnher,bcnher/XC542097.ogg,78.216,65
ashwoo2,ashwoo2/XC341867.ogg,8.307,5
houspa,houspa/XC815109.ogg,226.377,150
bkskit1,bkskit1/XC352491.ogg,153.13,140
grehor1,grehor1/XC736314.ogg,17.319,15
purswa3,purswa3/XC548990.ogg,88.968,0
comfla1,comfla1/XC361850.ogg,137.378,85
comsan,comsan/XC582510.ogg,23.616,0
kerlau2,kerlau2/XC856385.ogg,72.542,45
laudov1,laudov1/XC538063.ogg,43.128,20
piebus1,piebus1/XC630261.ogg,14.158,5
lblwar1,lblwar1/XC756620.ogg,78.48,5
comkin1,comkin1/XC499043.ogg,45.432,35
graher1,graher1/XC488584.ogg,225.646,40
purher1,purher1/XC644353.ogg,60.672,5
whtkin2,whtkin2/XC662873.ogg,9.874,5
litswi1,litswi1/XC803755.ogg,33.384,15
houspa,houspa/XC771710.ogg,34.644,30
rorpar,rorpar/XC650130.ogg,750.168,20
houspa,houspa/XC407093.ogg,158.352,115
blrwar1,blrwar1/XC730626.ogg,177.528,125
gybpri1,gybpri1/XC487517.ogg,30.224,10
wemhar1,wemhar1/XC716131.ogg,88.45,30
comros,comros/XC458524.ogg,71.808,50
spodov,spodov/XC665481.ogg,84.062,70
pursun3,pursun3/XC284857.ogg,22.7,15
blrwar1,blrwar1/XC568624.ogg,915.775,900
crseag1,crseag1/XC241631.ogg,50.181,45
blrwar1,blrwar1/XC506483.ogg,28.56,0
houspa,houspa/XC630063.ogg,32.208,20
blrwar1,blrwar1/XC826057.ogg,3866.016,1055
plhpar1,plhpar1/XC776894.ogg,65.253,5
grehor1,grehor1/XC295012.ogg,32.104,25
blrwar1,blrwar1/XC770034.ogg,1668.792,535
grewar3,grewar3/XC692713.ogg,51.487,20
zitcis1,zitcis1/XC333705.ogg,67.579,65
litgre1,litgre1/XC714557.ogg,78.888,5
kenplo1,kenplo1/XC718545.ogg,77.088,5
zitcis1,zitcis1/XC289346.ogg,54.073,5
eucdov,eucdov/XC647374.ogg,37.616,5
eucdov,eucdov/XC722058.ogg,47.255,20
blrwar1,blrwar1/XC659536.ogg,422.739,285
eucdov,eucdov/XC363124.ogg,13.344,0
rewbul,rewbul/XC207909.ogg,200.202,170
blrwar1,blrwar1/XC563337.ogg,2804.208,715
blrwar1,blrwar1/XC569385.ogg,1144.944,285
junowl1,junowl1/XC507441.ogg,147.12,90
shikra1,shikra1/XC469384.ogg,39.528,15
barswa,barswa/XC817803.ogg,810.031,675
categr,categr/XC146066.ogg,42.292,15
rerswa1,rerswa1/XC383377.ogg,81.946,70
bkwsti,bkwsti/XC562869.ogg,23.536,15
bkwsti,bkwsti/XC845758.ogg,73.553,25
eurcoo,eurcoo/XC631410.ogg,10.135,0
zitcis1,zitcis1/XC821307.ogg,38.976,20
plapri1,plapri1/XC635555.ogg,10.704,5
grewar3,grewar3/XC181224.ogg,48.849,5
comros,comros/XC677730.ogg,119.066,15
mawthr1,mawthr1/XC215863.ogg,44.184,25
blrwar1,blrwar1/XC660158.ogg,1591.615,1335
rocpig,rocpig/XC446270.ogg,40.15,15
litegr,litegr/XC331548.ogg,302.968,20
