primary_label,filename,duration,clip_start_time,rating
eurcoo,eurcoo/XC429784.ogg,22.543,0,5.0
litegr,litegr/XC697848.ogg,67.187,5,4.5
comgre,comgre/XC542996.ogg,6.528,5,2.0
labcro1,labcro1/XC824065.ogg,109.68,95,5.0
nutman,nutman/XC590062.ogg,45.191,0,2.5
bcnher,bcnher/XC631074.ogg,24.895,15,4.0
comkin1,comkin1/XC714223.ogg,22.8,20,4.0
kenplo1,kenplo1/XC835534.ogg,10.808,10,5.0
blrwar1,blrwar1/XC564525.ogg,137.351,125,2.0
purher1,purher1/XC577101.ogg,38.06,35,3.0
blrwar1,blrwar1/XC139400.ogg,34.821,10,3.0
whiter2,whiter2/XC480126.ogg,86.376,20,0.0
blhori1,blhori1/XC31566.ogg,40.568,10,4.0
comros,comros/XC197589.ogg,80.718,30,4.0
junowl1,junowl1/XC683121.ogg,122.856,70,5.0
comros,comros/XC696149.ogg,284.003,45,3.5
litgre1,litgre1/XC579299.ogg,38.347,20,3.5
brwowl1,brwowl1/XC637210.ogg,52.032,20,5.0
grywag,grywag/XC256921.ogg,54.1,15,3.0
blnmon1,blnmon1/XC239352.ogg,27.794,20,5.0
houspa,houspa/XC326659.ogg,871.68,430,2.5
eucdov,eucdov/XC509319.ogg,164.904,40,5.0
rorpar,rorpar/XC235165.ogg,15.673,15,3.5
eurcoo,eurcoo/XC703142.ogg,24.576,0,3.0
shikra1,shikra1/XC523320.ogg,54.674,20,5.0
ingori1,ingori1/XC183195.ogg,10.815,5,2.5
putbab1,putbab1/XC473457.ogg,71.758,65,3.0
categr,categr/XC196079.ogg,260.112,185,3.5
lobsun2,lobsun2/XC198352.ogg,40.046,25,5.0
grewar3,grewar3/XC181135.ogg,71.497,15,3.0
eucdov,eucdov/XC303261.ogg,525.819,370,2.5
bkwsti,bkwsti/XC340790.ogg,55.224,10,5.0
labcro1,labcro1/XC355978.ogg,123.271,120,5.0
gryfra,gryfra/XC404357.ogg,48.692,30,2.0
barswa,barswa/XC179356.ogg,36.048,10,4.0
lobsun2,lobsun2/XC207732.ogg,17.763,15,4.0
comsan,comsan/XC268668.ogg,30.798,0,3.0
houspa,houspa/XC310533.ogg,47.96,20,1.0
bkskit1,bkskit1/XC350383.ogg,79.673,65,0.0
grnwar1,grnwar1/XC135006.ogg,42.936,0,4.5
hoopoe,hoopoe/XC184630.ogg,56.216,45,3.0
commoo3,commoo3/XC696622.ogg,9.273,0,4.0
whbtre1,whbtre1/XC317374.ogg,62.015,15,4.0
litgre1,litgre1/XC804879.ogg,8.568,0,4.0
blakit1,blakit1/XC341175.ogg,12.617,5,3.0
ashdro1,ashdro1/XC139175.ogg,19.872,0,5.0
commyn,commyn/XC612157.ogg,32.705,10,5.0
zitcis1,zitcis1/XC414715.ogg,79.961,15,5.0
whbwoo2,whbwoo2/XC214023.ogg,155.832,115,5.0
hoopoe,hoopoe/XC560376.ogg,423.384,130,5.0
gloibi,gloibi/XC263316.ogg,57.94,25,4.0
putbab1,putbab1/XC214183.ogg,55.484,55,4.0
houspa,houspa/XC454068.ogg,636.264,50,2.0
stbkin1,stbkin1/XC659332.ogg,29.1,20,5.0
blrwar1,blrwar1/XC662006.ogg,138.84,105,4.0
houspa,houspa/XC786489.ogg,1381.903,380,2.5
gyhcaf1,gyhcaf1/XC491052.ogg,20.16,0,5.0
brnhao1,brnhao1/XC660215.ogg,46.054,45,5.0
comkin1,comkin1/XC714178.ogg,114.573,5,5.0
indrob1,indrob1/XC197114.ogg,36.312,10,4.0
whtkin2,whtkin2/XC600903.ogg,83.256,10,4.0
houspa,houspa/XC142643.ogg,21.708,0,3.5
stbkin1,stbkin1/XC425055.ogg,14.838,10,2.5
houspa,houspa/XC326996.ogg,871.837,555,2.5
blrwar1,blrwar1/XC770034.ogg,1668.792,1575,5.0
blrwar1,blrwar1/XC826057.ogg,3866.016,2490,5.0
comros,comros/XC139004.ogg,14.054,5,3.0
comsan,comsan/XC743065.ogg,21.264,20,4.5
houspa,houspa/XC624156.ogg,17.658,5,1.5
brnhao1,brnhao1/XC279203.ogg,17.736,5,5.0
bcnher,bcnher/XC829193.ogg,74.61,5,5.0
blrwar1,blrwar1/XC826060.ogg,1963.968,340,4.0
blrwar1,blrwar1/XC826060.ogg,1963.968,825,4.0
bladro1,bladro1/XC814826.ogg,130.92,25,4.0
blakit1,blakit1/XC511559.ogg,191.256,125,4.0
blnmon1,blnmon1/XC785892.ogg,98.952,70,5.0
wemhar1,wemhar1/XC189879.ogg,81.371,10,4.0
inbrob1,inbrob1/XC402422.ogg,135.758,65,3.5
eucdov,eucdov/XC722742.ogg,57.672,30,4.5
houspa,houspa/XC791003.ogg,523.807,45,3.5
blrwar1,blrwar1/XC826787.ogg,4670.642,3460,5.0
grenig1,grenig1/XC520245.ogg,24.79,20,5.0
grnsan,grnsan/XC568008.ogg,10.919,5,0.0
whbsho3,whbsho3/XC856463.ogg,284.891,200,4.0
grnwar1,grnwar1/XC858980.ogg,27.048,0,4.0
ashwoo2,ashwoo2/XC319072.ogg,13.536,10,4.0
blakit1,blakit1/XC695515.ogg,40.124,30,3.5
commyn,commyn/XC546848.ogg,1086.696,1020,5.0
labcro1,labcro1/XC115151.ogg,27.376,15,4.0
comior1,comior1/XC545439.ogg,10.318,10,3.5
putbab1,putbab1/XC349819.ogg,10.71,5,0.0
zitcis1,zitcis1/XC336345.ogg,19.752,10,4.0
moipig1,moipig1/XC349486.ogg,23.136,15,5.0
commoo3,commoo3/XC787451.ogg,241.293,120,3.0
whbwoo2,whbwoo2/XC319054.ogg,26.784,25,5.0
moipig1,moipig1/XC191876.ogg,19.461,0,5.0
junbab2,junbab2/XC665602.ogg,94.824,30,5.0
blrwar1,blrwar1/XC826766.ogg,5964.225,195,4.0
lblwar1,lblwar1/XC814097.ogg,168.85,45,5.0
houspa,houspa/XC587149.ogg,846.024,570,5.0
comkin1,comkin1/XC690633.ogg,28.551,10,5.0
comsan,comsan/XC554582.ogg,18.264,0,2.0
emedov2,emedov2/XC756424.ogg,50.736,0,5.0
litegr,litegr/XC692964.ogg,25.078,15,5.0
brnshr,brnshr/XC598451.ogg,55.849,30,3.5
litswi1,litswi1/XC253697.ogg,485.773,395,3.5
houspa,houspa/XC697489.ogg,22.128,0,2.5
lirplo,lirplo/XC763945.ogg,529.293,420,4.5
blrwar1,blrwar1/XC420683.ogg,61.248,50,3.5
commyn,commyn/XC548866.ogg,4486.536,3715,4.5
piebus1,piebus1/XC836933.ogg,16.312,5,5.0
woosan,woosan/XC664809.ogg,183.432,90,4.5
litegr,litegr/XC333883.ogg,92.891,20,4.0
blakit1,blakit1/XC740480.ogg,433.006,95,4.5
copbar1,copbar1/XC528888.ogg,71.497,40,4.0
commyn,commyn/XC548866.ogg,4486.536,1650,4.5
barswa,barswa/XC820043.ogg,108.186,90,5.0
houspa,houspa/XC462545.ogg,155.533,120,4.0
ashdro1,ashdro1/XC838155.ogg,33.828,5,5.0
grnwar1,grnwar1/XC568287.ogg,42.792,20,4.0
grecou1,grecou1/XC196744.ogg,79.296,5,4.0
houspa,houspa/XC268250.ogg,166.687,145,3.0
bkwsti,bkwsti/XC310427.ogg,629.002,470,4.0
commoo3,commoo3/XC791770.ogg,5.304,0,4.0
ruftre2,ruftre2/XC576605.ogg,21.081,0,3.5
grtdro1,grtdro1/XC528892.ogg,99.552,80,5.0
rerswa1,rerswa1/XC464439.ogg,34.089,15,4.0
redspu1,redspu1/XC395166.ogg,31.451,30,3.0
graher1,graher1/XC545996.ogg,97.75,90,3.0
whtkin2,whtkin2/XC858394.ogg,61.682,45,4.0
grewar3,grewar3/XC577745.ogg,98.847,65,4.0
houspa,houspa/XC467940.ogg,166.086,100,4.5
lirplo,lirplo/XC544370.ogg,19.392,0,0.0
whtkin2,whtkin2/XC431504.ogg,30.589,15,3.5
blrwar1,blrwar1/XC660157.ogg,1446.087,655,4.0
pursun4,pursun4/XC269881.ogg,24.268,10,0.0
whbwag1,whbwag1/XC316059.ogg,16.431,5,4.0
rocpig,rocpig/XC645568.ogg,161.688,90,4.5
btbeat1,btbeat1/XC741388.ogg,28.776,0,5.0
litspi1,litspi1/XC296441.ogg,129.48,35,3.0
grewar3,grewar3/XC523563.ogg,39.912,30,3.5
bladro1,bladro1/XC737482.ogg,42.168,25,2.5
asikoe2,asikoe2/XC309568.ogg,27.298,25,5.0
copbar1,copbar1/XC341340.ogg,35.579,0,3.5
bkskit1,bkskit1/XC361621.ogg,274.991,265,4.0
grnsan,grnsan/XC644029.ogg,9.36,5,2.5
thbwar1,thbwar1/XC755636.ogg,276.793,15,5.0
asikoe2,asikoe2/XC732534.ogg,56.04,35,5.0
zitcis1,zitcis1/XC764143.ogg,19.984,10,4.0
brwowl1,brwowl1/XC330201.ogg,25.8,20,4.0
barfly1,barfly1/XC856460.ogg,176.3,50,4.0
whiter2,whiter2/XC327428.ogg,37.728,0,5.0
blrwar1,blrwar1/XC655525.ogg,203.064,15,3.5
blrwar1,blrwar1/XC482922.ogg,131.784,5,3.5
eaywag1,eaywag1/XC189938.ogg,52.767,25,4.0
grnwar1,grnwar1/XC197889.ogg,86.727,25,3.0
wemhar1,wemhar1/XC262852.ogg,154.645,125,5.0
comsan,comsan/XC489016.ogg,8.673,0,2.0
grewar3,grewar3/XC574996.ogg,654.915,95,5.0
blrwar1,blrwar1/XC134922.ogg,259.448,195,5.0
goflea1,goflea1/XC49768.ogg,36.807,30,5.0
rewbul,rewbul/XC203256.ogg,48.953,20,4.5
grnwar1,grnwar1/XC135004.ogg,21.624,20,4.5
commyn,commyn/XC548866.ogg,4486.536,55,4.5
houspa,houspa/XC326675.ogg,871.34,820,2.5
litspi1,litspi1/XC439701.ogg,75.672,25,5.0
blnmon1,blnmon1/XC112595.ogg,30.041,5,3.5
grtdro1,grtdro1/XC756525.ogg,36.912,35,5.0
grewar3,grewar3/XC504756.ogg,45.322,10,5.0
litgre1,litgre1/XC626140.ogg,105.56,50,4.5
blrwar1,blrwar1/XC252743.ogg,389.472,25,4.0
grewar3,grewar3/XC323609.ogg,218.096,195,2.5
barswa,barswa/XC616076.ogg,44.976,35,3.5
revbul,revbul/XC738296.ogg,144.216,95,5.0
grewar3,grewar3/XC806047.ogg,1955.52,1795,3.0
comgre,comgre/XC804943.ogg,515.256,320,4.0
whtkin2,whtkin2/XC621465.ogg,38.583,30,4.5
houspa,houspa/XC326674.ogg,871.34,165,2.5
bladro1,bladro1/XC737482.ogg,42.168,0,2.5
eucdov,eucdov/XC820074.ogg,18.767,10,5.0
grewar3,grewar3/XC431703.ogg,28.656,0,4.0
eurcoo,eurcoo/XC706657.ogg,75.311,60,5.0
brodro1,brodro1/XC794297.ogg,66.0,10,2.5
blrwar1,blrwar1/XC372097.ogg,35.109,30,4.0
piebus1,piebus1/XC187272.ogg,27.089,20,4.0
rocpig,rocpig/XC645563.ogg,262.608,195,4.5
ruftre2,ruftre2/XC147283.ogg,172.44,105,5.0
blrwar1,blrwar1/XC660158.ogg,1591.615,630,5.0
bkwsti,bkwsti/XC622358.ogg,33.024,20,5.0
grejun2,grejun2/XC507437.ogg,54.432,10,5.0
houspa,houspa/XC326675.ogg,871.34,105,2.5
eaywag1,eaywag1/XC345152.ogg,33.384,15,4.0
comros,comros/XC834432.ogg,13.84,5,5.0
comtai1,comtai1/XC500616.ogg,46.811,0,4.5
bkwsti,bkwsti/XC558418.ogg,69.864,15,4.5
blrwar1,blrwar1/XC343189.ogg,923.638,790,3.5
eaywag1,eaywag1/XC718505.ogg,11.592,5,4.0
commyn,commyn/XC585480.ogg,2124.624,800,4.5
eucdov,eucdov/XC723553.ogg,184.416,30,4.5
grnwar1,grnwar1/XC480533.ogg,139.572,105,4.5
houspa,houspa/XC443751.ogg,24.36,5,2.5
labcro1,labcro1/XC202838.ogg,115.905,90,3.5
houspa,houspa/XC326675.ogg,871.34,540,2.5
commyn,commyn/XC546947.ogg,2156.208,1135,4.5
commyn,commyn/XC548866.ogg,4486.536,515,4.5
plapri1,plapri1/XC721172.ogg,118.536,10,3.0
bkwsti,bkwsti/XC646401.ogg,11.424,10,5.0
mawthr1,mawthr1/XC570892.ogg,144.797,140,5.0
grtdro1,grtdro1/XC405714.ogg,32.052,15,4.5
comior1,comior1/XC350564.ogg,43.992,5,4.5
gybpri1,gybpri1/XC709698.ogg,60.735,50,5.0
sohmyn1,sohmyn1/XC464126.ogg,10.608,5,4.0
maghor2,maghor2/XC189231.ogg,4.65,0,5.0
commyn,commyn/XC548866.ogg,4486.536,1165,4.5
comkin1,comkin1/XC787563.ogg,54.0,45,5.0
blrwar1,blrwar1/XC507765.ogg,43.781,30,4.5
blrwar1,blrwar1/XC826766.ogg,5964.225,555,4.0
grnsan,grnsan/XC854517.ogg,288.404,185,4.0
hoopoe,hoopoe/XC641484.ogg,34.944,30,4.0
commoo3,commoo3/XC349223.ogg,824.895,270,3.5
labcro1,labcro1/XC824067.ogg,44.592,40,5.0
grnsan,grnsan/XC326538.ogg,8.046,5,3.0
categr,categr/XC783036.ogg,25.627,25,3.0
gyhcaf1,gyhcaf1/XC773547.ogg,93.362,20,3.5
rossta2,rossta2/XC459548.ogg,107.729,40,3.5
litgre1,litgre1/XC632484.ogg,73.352,65,3.5
comsan,comsan/XC199121.ogg,33.437,5,4.0
comior1,comior1/XC516499.ogg,66.142,60,4.0
ashdro1,ashdro1/XC290004.ogg,41.378,0,4.0
grnsan,grnsan/XC37505.ogg,27.533,0,5.0
graher1,graher1/XC716508.ogg,6.269,5,4.0
whbwat1,whbwat1/XC638315.ogg,60.048,5,3.5
wemhar1,wemhar1/XC733803.ogg,32.261,25,3.5
comsan,comsan/XC740251.ogg,101.825,95,3.5
ashwoo2,ashwoo2/XC319072.ogg,13.536,5,4.0
blrwar1,blrwar1/XC563337.ogg,2804.208,35,3.5
revbul,revbul/XC788997.ogg,22.272,0,4.0
houspa,houspa/XC703376.ogg,271.595,50,1.5
grnsan,grnsan/XC476441.ogg,112.013,30,4.0
blrwar1,blrwar1/XC565329.ogg,155.712,85,4.5
comgre,comgre/XC190514.ogg,192.653,25,3.5
brodro1,brodro1/XC845129.ogg,61.632,30,5.0
grewar3,grewar3/XC189948.ogg,142.42,85,4.0
litegr,litegr/XC717214.ogg,10.553,10,5.0
hoopoe,hoopoe/XC291955.ogg,31.948,30,3.0
piekin1,piekin1/XC227643.ogg,5.851,5,4.0
wemhar1,wemhar1/XC620227.ogg,107.572,70,2.5
orihob2,orihob2/XC538855.ogg,30.168,20,5.0
blakit1,blakit1/XC740481.ogg,568.007,255,4.5
zitcis1,zitcis1/XC431788.ogg,46.837,40,2.5
comsan,comsan/XC213342.ogg,42.475,20,4.5
brnhao1,brnhao1/XC469353.ogg,165.936,15,3.0
houspa,houspa/XC703376.ogg,271.595,25,1.5
blrwar1,blrwar1/XC563496.ogg,293.538,215,4.0
lirplo,lirplo/XC381761.ogg,17.712,15,5.0
litgre1,litgre1/XC628849.ogg,16.875,5,4.0
brodro1,brodro1/XC619472.ogg,77.568,70,4.0
houspa,houspa/XC786489.ogg,1381.903,855,2.5
graher1,graher1/XC739290.ogg,8.437,5,5.0
gargan,gargan/XC535718.ogg,46.968,40,3.0
brnhao1,brnhao1/XC346539.ogg,27.0,5,4.0
indrol2,indrol2/XC345158.ogg,100.44,35,0.0
barswa,barswa/XC640578.ogg,149.707,15,3.0
ashdro1,ashdro1/XC365150.ogg,181.704,110,5.0
graher1,graher1/XC709480.ogg,21.106,20,3.0
lirplo,lirplo/XC763945.ogg,529.293,225,4.5
litgre1,litgre1/XC579361.ogg,80.568,45,3.0
putbab1,putbab1/XC239507.ogg,207.438,85,3.5
grewar3,grewar3/XC183688.ogg,35.291,20,2.5
kenplo1,kenplo1/XC376957.ogg,23.51,20,5.0
grecou1,grecou1/XC748012.ogg,12.48,5,5.0
thbwar1,thbwar1/XC458520.ogg,90.624,30,5.0
lblwar1,lblwar1/XC663019.ogg,30.041,20,5.0
litegr,litegr/XC333881.ogg,21.629,10,4.0
purher1,purher1/XC150697.ogg,4.911,0,3.0
rorpar,rorpar/XC650114.ogg,28.848,5,4.5
labcro1,labcro1/XC116711.ogg,137.482,55,5.0
woosan,woosan/XC567028.ogg,12.773,10,4.0
rorpar,rorpar/XC584366.ogg,71.601,20,5.0
commyn,commyn/XC521179.ogg,1757.544,515,2.0
purher1,purher1/XC641835.ogg,40.96,30,2.5
indpit1,indpit1/XC322349.ogg,28.944,10,4.0
crseag1,crseag1/XC579014.ogg,70.06,25,2.5
comsan,comsan/XC548087.ogg,5.088,0,2.0
comtai1,comtai1/XC804121.ogg,60.456,20,3.5
wemhar1,wemhar1/XC262850.ogg,363.207,275,4.0
categr,categr/XC192968.ogg,189.048,85,3.5
comsan,comsan/XC632676.ogg,15.177,0,4.0
commoo3,commoo3/XC640180.ogg,10.37,0,5.0
rutfly6,rutfly6/XC524307.ogg,7.602,0,4.0
wemhar1,wemhar1/XC262852.ogg,154.645,140,5.0
bcnher,bcnher/XC184124.ogg,60.63,40,3.0
houspa,houspa/XC835060.ogg,61.648,50,5.0
hoopoe,hoopoe/XC491981.ogg,16.901,10,0.0
grewar3,grewar3/XC375795.ogg,58.296,55,3.5
blrwar1,blrwar1/XC573531.ogg,380.184,255,4.0
bladro1,bladro1/XC208795.ogg,106.893,70,4.0
barfly1,barfly1/XC856380.ogg,268.8,25,4.0
gyhcaf1,gyhcaf1/XC560428.ogg,30.216,30,3.0
goflea1,goflea1/XC843337.ogg,40.656,20,5.0
purher1,purher1/XC826023.ogg,226.651,160,4.0
copbar1,copbar1/XC453734.ogg,33.984,25,4.0
greegr,greegr/XC558126.ogg,1255.056,825,4.5
sqtbul1,sqtbul1/XC756562.ogg,123.504,10,4.0
commyn,commyn/XC187497.ogg,11.233,5,4.0
graher1,graher1/XC581111.ogg,71.967,20,3.0
graher1,graher1/XC418735.ogg,627.069,40,4.0
comgre,comgre/XC663214.ogg,454.632,430,5.0
comros,comros/XC476450.ogg,41.52,0,3.5
blhori1,blhori1/XC820723.ogg,53.112,15,1.5
comtai1,comtai1/XC834670.ogg,59.208,40,5.0
eucdov,eucdov/XC303261.ogg,525.819,165,2.5
stbkin1,stbkin1/XC578916.ogg,213.648,60,5.0
plapri1,plapri1/XC683308.ogg,51.576,40,5.0
categr,categr/XC838629.ogg,863.448,320,4.5
commyn,commyn/XC521179.ogg,1757.544,1730,2.0
comtai1,comtai1/XC293874.ogg,161.019,40,4.0
woosan,woosan/XC652326.ogg,323.016,195,3.5
gargan,gargan/XC633452.ogg,10.318,5,3.0
houspa,houspa/XC326659.ogg,871.68,260,2.5
eucdov,eucdov/XC512601.ogg,18.744,5,3.5
rewlap1,rewlap1/XC510665.ogg,227.971,155,5.0
commyn,commyn/XC585480.ogg,2124.624,55,4.5
inpher1,inpher1/XC575117.ogg,11.207,10,4.5
bcnher,bcnher/XC476387.ogg,64.417,15,1.0
blrwar1,blrwar1/XC654591.ogg,55.824,30,2.0
grewar3,grewar3/XC563809.ogg,62.458,40,3.5
barswa,barswa/XC640578.ogg,149.707,30,3.0
bcnher,bcnher/XC682738.ogg,127.634,120,5.0
maghor2,maghor2/XC113461.ogg,129.75,35,2.5
comsan,comsan/XC569701.ogg,20.114,20,2.5
blrwar1,blrwar1/XC480406.ogg,59.951,55,0.0
commyn,commyn/XC548866.ogg,4486.536,4265,4.5
commyn,commyn/XC585480.ogg,2124.624,35,4.5
comior1,comior1/XC572556.ogg,42.632,30,4.0
emedov2,emedov2/XC167080.ogg,210.991,10,2.5
gybpri1,gybpri1/XC430251.ogg,16.117,0,4.0
grenig1,grenig1/XC490558.ogg,10.44,0,5.0
barswa,barswa/XC277319.ogg,15.312,10,4.5
rewbul,rewbul/XC758757.ogg,163.584,70,3.5
hoopoe,hoopoe/XC655319.ogg,110.424,10,4.5
copbar1,copbar1/XC197611.ogg,77.04,40,4.0
comgre,comgre/XC615042.ogg,70.583,30,2.0
hoopoe,hoopoe/XC308877.ogg,46.994,45,3.0
nutman,nutman/XC716110.ogg,66.696,55,4.5
spepic1,spepic1/XC806907.ogg,271.248,185,4.0
comior1,comior1/XC573818.ogg,38.06,35,4.0
blrwar1,blrwar1/XC765804.ogg,1927.944,70,5.0
houspa,houspa/XC345819.ogg,341.682,140,2.5
comros,comros/XC442818.ogg,9.116,0,4.0
woosan,woosan/XC664808.ogg,216.36,185,4.5
zitcis1,zitcis1/XC768497.ogg,104.04,60,4.0
whtkin2,whtkin2/XC312292.ogg,38.74,15,2.5
rerswa1,rerswa1/XC749418.ogg,38.687,15,4.5
bkwsti,bkwsti/XC733197.ogg,12.042,10,4.0
blrwar1,blrwar1/XC826043.ogg,2153.448,10,5.0
hoopoe,hoopoe/XC240326.ogg,58.984,20,4.0
grywag,grywag/XC738337.ogg,110.712,30,5.0
barswa,barswa/XC677197.ogg,129.696,125,4.5
hoopoe,hoopoe/XC626971.ogg,70.776,10,3.5
eucdov,eucdov/XC391109.ogg,11.808,0,3.0
stbkin1,stbkin1/XC292541.ogg,88.189,50,4.0
grtdro1,grtdro1/XC683297.ogg,18.024,0,4.5
woosan,woosan/XC831886.ogg,24.258,20,4.0
eurcoo,eurcoo/XC550201.ogg,32.664,15,4.0
blrwar1,blrwar1/XC480583.ogg,60.792,55,3.5
compea,compea/XC452044.ogg,7.752,5,5.0
barfly1,barfly1/XC856380.ogg,268.8,265,4.0
woosan,woosan/XC664811.ogg,104.832,20,5.0
purher1,purher1/XC191096.ogg,15.144,0,5.0
litswi1,litswi1/XC610968.ogg,33.959,5,4.0
gyhcaf1,gyhcaf1/XC293601.ogg,381.675,330,2.5
litegr,litegr/XC692964.ogg,25.078,0,5.0
hoopoe,hoopoe/XC318437.ogg,855.954,620,4.0
blakit1,blakit1/XC511559.ogg,191.256,175,4.0
asbfly,asbfly/XC687955.ogg,39.863,20,4.5
gargan,gargan/XC234612.ogg,25.809,10,4.0
comsan,comsan/XC836442.ogg,11.652,0,5.0
blrwar1,blrwar1/XC574767.ogg,46.056,5,4.0
eucdov,eucdov/XC309876.ogg,110.054,110,3.5
rerswa1,rerswa1/XC753896.ogg,4.754,0,5.0
brwowl1,brwowl1/XC114847.ogg,27.611,0,3.0
purher1,purher1/XC716025.ogg,10.997,5,4.0
barswa,barswa/XC820043.ogg,108.186,65,5.0
whcbar1,whcbar1/XC574718.ogg,49.685,5,5.0
greegr,greegr/XC234687.ogg,133.46,110,3.5
comros,comros/XC438937.ogg,15.073,0,4.0
rossta2,rossta2/XC417467.ogg,105.116,25,5.0
comkin1,comkin1/XC612200.ogg,25.6,15,4.0
greegr,greegr/XC558126.ogg,1255.056,310,4.5
graher1,graher1/XC740192.ogg,98.116,20,4.5
comsan,comsan/XC443741.ogg,23.664,5,5.0
gyhcaf1,gyhcaf1/XC92655.ogg,62.112,40,4.0
grywag,grywag/XC232958.ogg,39.915,10,3.0
cregos1,cregos1/XC578800.ogg,117.12,115,4.0
commyn,commyn/XC208164.ogg,67.187,65,4.0
labcro1,labcro1/XC756611.ogg,86.064,30,5.0
houspa,houspa/XC501187.ogg,40.512,30,0.0
blrwar1,blrwar1/XC712873.ogg,655.824,385,5.0
whbbul2,whbbul2/XC209565.ogg,48.039,40,4.0
blakit1,blakit1/XC765078.ogg,10.56,5,5.0
lirplo,lirplo/XC562810.ogg,46.104,0,5.0
rewbul,rewbul/XC524196.ogg,38.086,20,2.0
litegr,litegr/XC632950.ogg,12.096,10,5.0
ashdro1,ashdro1/XC429030.ogg,23.952,15,3.5
plapri1,plapri1/XC407497.ogg,180.048,145,5.0
spoowl1,spoowl1/XC397234.ogg,33.72,5,5.0
whbwat1,whbwat1/XC232832.ogg,68.441,5,4.0
grtdro1,grtdro1/XC303710.ogg,8.046,5,5.0
zitcis1,zitcis1/XC142111.ogg,53.952,5,3.5
blrwar1,blrwar1/XC660164.ogg,444.761,385,2.0
comtai1,comtai1/XC173256.ogg,151.197,65,4.0
grnsan,grnsan/XC840041.ogg,100.848,5,4.0
blrwar1,blrwar1/XC343189.ogg,923.638,385,3.5
rocpig,rocpig/XC453907.ogg,202.392,135,3.5
bcnher,bcnher/XC800670.ogg,25.809,25,4.0
rerswa1,rerswa1/XC330427.ogg,40.986,20,3.0
brwowl1,brwowl1/XC575368.ogg,16.797,5,4.0
litegr,litegr/XC843447.ogg,6.588,5,5.0
barswa,barswa/XC790601.ogg,100.272,25,4.0
spepic1,spepic1/XC460097.ogg,359.976,115,5.0
comsan,comsan/XC606345.ogg,30.072,0,4.0
zitcis1,zitcis1/XC768491.ogg,144.288,115,4.0
eurcoo,eurcoo/XC776591.ogg,10.396,10,4.0
rocpig,rocpig/XC568146.ogg,52.14,25,4.0
blrwar1,blrwar1/XC569385.ogg,1144.944,350,4.0
bkwsti,bkwsti/XC481399.ogg,20.928,10,4.5
sqtbul1,sqtbul1/XC630939.ogg,68.832,40,3.5
crseag1,crseag1/XC548362.ogg,62.955,10,4.0
moipig1,moipig1/XC215864.ogg,101.736,5,5.0
emedov2,emedov2/XC255061.ogg,32.052,10,5.0
bkskit1,bkskit1/XC433769.ogg,245.264,175,5.0
comkin1,comkin1/XC305667.ogg,6.06,5,2.5
woosan,woosan/XC642689.ogg,197.904,135,4.0
comros,comros/XC727080.ogg,79.512,30,4.5
blakit1,blakit1/XC129824.ogg,22.704,20,2.5
lblwar1,lblwar1/XC265874.ogg,40.594,0,4.0
houspa,houspa/XC443100.ogg,81.888,55,2.0
houcro1,houcro1/XC430266.ogg,31.164,10,5.0
copbar1,copbar1/XC164345.ogg,32.064,25,4.0
comtai1,comtai1/XC823424.ogg,73.273,35,3.5
blrwar1,blrwar1/XC807127.ogg,238.608,85,4.0
sbeowl1,sbeowl1/XC383577.ogg,84.144,65,3.0
rorpar,rorpar/XC784681.ogg,34.451,30,4.0
grewar3,grewar3/XC322379.ogg,113.184,5,3.5
gyhcaf1,gyhcaf1/XC491051.ogg,74.712,15,4.0
pursun4,pursun4/XC124393.ogg,84.532,0,4.5
labcro1,labcro1/XC741585.ogg,58.416,35,1.0
comtai1,comtai1/XC459620.ogg,23.376,5,5.0
comros,comros/XC743394.ogg,83.808,0,4.0
barswa,barswa/XC142794.ogg,71.758,10,4.5
greegr,greegr/XC187098.ogg,5.256,0,5.0
graher1,graher1/XC708483.ogg,72.306,50,5.0
houspa,houspa/XC568488.ogg,42.768,35,4.5
comros,comros/XC477025.ogg,63.817,5,3.5
houspa,houspa/XC469432.ogg,184.872,20,2.5
hoopoe,hoopoe/XC318438.ogg,871.732,150,4.0
rorpar,rorpar/XC246305.ogg,104.15,55,3.0
ashdro1,ashdro1/XC290005.ogg,10.031,10,3.0
grewar3,grewar3/XC324009.ogg,108.591,85,4.0
goflea1,goflea1/XC684238.ogg,64.392,5,4.5
litspi1,litspi1/XC292609.ogg,18.364,15,5.0
litgre1,litgre1/XC797801.ogg,240.12,80,4.5
categr,categr/XC148199.ogg,117.524,0,5.0
zitcis1,zitcis1/XC544759.ogg,26.201,15,3.5
houspa,houspa/XC327006.ogg,871.131,65,2.5
plhpar1,plhpar1/XC617637.ogg,24.398,20,5.0
putbab1,putbab1/XC327426.ogg,36.048,10,5.0
blrwar1,blrwar1/XC120471.ogg,115.853,45,4.5
labcro1,labcro1/XC854761.ogg,58.613,30,5.0
commyn,commyn/XC519659.ogg,2169.678,1180,1.0
grewar3,grewar3/XC423319.ogg,29.16,20,2.0
spoowl1,spoowl1/XC170171.ogg,40.32,20,4.0
grnwar1,grnwar1/XC594434.ogg,78.158,60,3.5
whbwat1,whbwat1/XC232832.ogg,68.441,20,4.0
comros,comros/XC274741.ogg,39.811,35,4.5
stbkin1,stbkin1/XC522750.ogg,28.604,0,5.0
eaywag1,eaywag1/XC752675.ogg,157.08,125,4.5
